ID,Name,License Number,Source,Last Updated,Contact Info,Type,Latitude,Longitude,Address,Closed,Open,Normal Hours,Are there special hours?,Accommodation hours,Are there EM hours?,EM hours,SNAP/EBT/WIC,Delivery?,Pickup Orders?,Delivery/ Pick Up Notes,Other Notes
14248,,,,,,,,,,,,,,,,,,,,,
3364,"# 1 BAY RIDGE HEALTH FOOD INC , BAYRIDGE HEALTH FOOD",734674,,,,A,40.618821,-74.032958,"9220 3RD AVENUE, BROOKLYN, NY 11209",,,,,,,,,,,,
13655,"# 1 CONVENIENCE STORE INC , # 1 CONVENIENCE STORE",729371,,,,A,40.575874,-74.127279,"3185 RICHMOND RD, STATEN ISLAND, NY 10306",,,,,,,,,,,,
2664,"#1 JUNIOR INC , #1 JUNIOR",670837,,,,JAC,40.677462,-73.913617,"203 THOMAS S BOYLAND ST, BROOKLYN, NY 11233",,,,,,,,,,,,
2667,"#1 SMOKE SHOP INC , #1 SMOKE SHOP",731595,,,,JAC,40.632319,-73.947130,"1574 FLATBUSH AVE, BROOKLYN, NY 11210",,,,,,,,,,,,
7791,"$1 DEPOT INC , $1 DEPOT",624105,,,,A,40.810859,-73.952801,"356 W 125TH ST, NEW YORK, NY 10027",,,,,,,,,,,,
2663,"1 FLATBUSH EXPRESS DELI INC , 1 FLATBUSH EXPRESS DELI",722547,,,,JAC,40.642765,-73.956574,"2191 CLARENDON ROAD, BROOKLYN, NY 11226",,,,,,,,,,,,
7794,"1 GAUDALUPE VICTORIA INC , 1 GAUDALUPE VICTORIA",628918,,,,JAC,40.851348,-73.932251,"1484 ST NICHOLAS AVE, NEW YORK, NY 10033",,,,,,,,,,,,
10489,"1 GOURMET DELI 65 CORP , 1 GOURMET DELI 65",728134,,,,JAC,,0.000000,"65 42 WOODSIDE AVE, WOODSIDE, NY 11377",,,,,,,,,,,,
104,"1 LALY DELI GROCERY CORP , 1 LALY DELI GROCERY",728163,,,,JAC,40.838495,-73.926049,"147 WEST 168TH STREET, BRONX, NY 10452",,,,,,,,,,,,
2665,"1 NY NEW DELI CORP , 1 NY NEW DELI",734973,,,,JAC,40.657099,-73.914159,"469 E 98TH ST, BROOKLYN, NY 11212",,,,,,,,,,,,
10490,"1 STOP DELI AND GROCERY 1 CORP , 1 STOP DELI AND GROCERY",725786,,,,JAC,,0.000000,"60 71 FLUSHING AVE, MASPETH, NY 11378",,,,,,,,,,,,
105,"1 WESTFIELD MARKET & DELI CORP , 1 WESTFIELD MARKET & DE",734648,,,,JAC,40.846251,-73.820932,"3202 AMPERE AVE, BRONX, NY 10465",,,,,,,,,,,,
10488,"1BOSSRK MINI MART INC , 1BOSSRK MINI MART",670393,,,,JAC,,0.000000,"95 13 JAMAICA AVENUE, WOODHAVEN, NY 11421",,,,,,,,,,,,
7795,"1ST & 96TH MANAGEMENT INC , 1ST & 96TH MANAGEMENT",629103,,,,A,40.782962,-73.944930,"1855 1ST AVE, NEW YORK, NY 10128",,,,,,,,,,,,
8277,"1ST AVE FRUIT & VEGETABLE INC , CAFE DELI-CIOUS",706370,,,,JAC,40.740500,-73.975946,"485 1ST AVE, NEW YORK, NY 10016",,,,,,,,,,,,
7796,"1ST AVE GOURMET DELI LLC , 1ST AVE GOURMET DELI",732019,,,,JAC,40.779556,-73.947399,"1741 FIRST AVENUE, NEW YORK, NY 10128",,,,,,,,,,,,
2668,"1ST GOURMET DELI INC , 1ST GOURMET DELI",613979,,,,JAC,40.689804,-73.977753,"118 DEKALB AVE, BROOKLYN, NY 11217",,,,,,,,,,,,
160,"2 & 5 LINE DELI GROCERY INC , 2 & 5 LINE DELI GROCERY",720851,,,,JAC,40.857549,-73.867637,"2196 WHITE PLAINS RD, BRONX, NY 10462",,,,,,,,,,,,
2716,"2 BROTHERS DELI 2 INC , 2BROTHERS DELI 2",729686,,,,JAC,40.642211,-73.957791,"2124 DORCHESTER ROAD, BROOKLYN, NY 11226",,,,,,,,,,,,
174,"2 BROTHERS FAMOUS DELI INC , 2 BROTHERS FAMOUS DELI",728931,,,,JAC,40.866344,-73.867371,"2739 WHITE PLAINS AVE, BRONX, NY 10467",,,,,,,,,,,,
2717,"2 DB 33 LLC , 2 DOUGH BOYZ",733390,,,,JAC,40.657133,-74.007565,"34 35TH ST, BROOKLYN, NY 11232",,,,,,,,,,,,
7839,"2 FIVE STAR CANDY & GROCERY INC , 2-5 STAR CANDY & GROCRY",628665,,,,A,40.844618,-73.937170,"1275 ST NICHOLAS AVE, NEW YORK, NY 10033",,,,,,,,,,,,
7353,"2 JIN & LING INC , TWIN 99 CENTS STORE",671390,,,,A,40.681588,-73.879478,"3132 FULTON ST, BROOKLYN, NY 11208",,,,,,,,,,,,
10512,"2 KINGS DELI GROCERY CORP , 2 KINGS DELI & GROCERY",734703,,,,A,,0.000000,"27 19 24TH AVE, ASTORIA, NY 11102",,,,,,,,,,,,
7848,"2ND AVE CNDY CNVNIENCE STORE INC , 2ND AVE CNDY CNVNIENCE",716082,,,,A,40.799910,-73.935653,"2351 2ND AVE, NEW YORK, NY 10035",,,,,,,,,,,,
7850,"2ND AVE FRESH FOOD CORNER INC , 2ND AVE FRESH FOOD CORN",722037,,,,JAC,40.766754,-73.959856,"1310 SECOND AVE, NEW YORK, NY 10065",,,,,,,,,,,,
7851,"2ND AVENUE DELI GROCERY CORP , 2ND AVENUE DELI GROCERY",732949,,,,JAC,40.800645,-73.935110,"2371 2ND AVE, NEW YORK, NY 10035",,,,,,,,,,,,
2740,"3 BROS DELI & GROCERY NY CORP , 3 BROS DELI & GROCERY",716610,,,,JAC,40.614142,-73.981126,"6409 BAY PARKWAY, BROOKLYN, NY 11204",,,,,,,,,,,,
2741,"3 BROTHERS CONVENIENCE STORE CORP , 3 BROTHERS CONVENIENCE",729906,,,,A,40.698140,-73.938043,"1 LEWIS AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
10529,"3 FRIENDLY GROCERY&DELI INC , 3 FRIENDLY GROCERY&DELI",633507,,,,JAC,,0.000000,"27 26 QUEENS PLAZA SOUTH, LONG ISLAND CITY, NY 11101",,,,,,,,,,,,
10530,"3 HANDS DELI & GRILL I CORP , 3 HANDS DELI & GRILL I",717511,,,,JAC,,0.000000,"231 34 MERRICK BLVD, LAURELTON, NY 11413",,,,,,,,,,,,
10531,"3 IN 1 DELI GROCERY INC , 3 IN 1 DELI GROCERY",734048,,,,JAC,,0.000000,"131 11 JAMAICA AVENUE, RICHMOND HILL, NY 11418",,,,,,,,,,,,
202,"3 IN ONE MARKET CORP , 3 IN ONE MARKET",731198,,,,JAC,40.858692,-73.904877,"24 W 183RD STREET, BRONX, NY 10453",,,,,,,,,,,,
3872,"3 J S FOOD CORP , COMPARE FOODS",712487,,,,JAC,40.672683,-73.890465,"2222 PITKIN AVE, BROOKLYN, NY 11207",,,,,,,,,,,,
10254,"3 J SUPERMARKET INC , TU PAIS",627697,,,,JAC,40.850682,-73.932730,"1460 ST NICHOLAS AVE, NEW YORK, NY 10033",,,,,,,,,,,,
203,"3 KINGS GROCERY & SMOKE SHOP INC , 3 KINGS GROCERY&SMOKE S",722934,,,,A,40.835726,-73.855552,"1472 UNION PORT ROAD, BRONX, NY 10462",,,,,,,,,,,,
204,"3 KINGS HOOKAH AND TOBACCO INC , 3 KINGS HOOKAH",732929,,,,A,40.858757,-73.905055,"27 WEST 183TH STREET, BRONX, NY 10453",,,,,,,,,,,,
205,"3 MMM TREE COFFEE DELI CORP , 3 MMM TREE COFFEE DELI",733869,,,,JAC,40.846552,-73.859730,"874 MORRIS PARK AVE, BRONX, NY 10462",,,,,,,,,,,,
2745,"3 SISTERS DELI GROCERY NY CORP , 3 SISTERS DELI GROCERY",610077,,,,JABC,40.664055,-73.909556,"269 DUMONT AVE, BROOKLYN, NY 11212",,,,,,,,,,,,
7875,"3 STAR DELI GROCERY INC , 3 STAR DELI GROCERY",702461,,,,A,40.836615,-73.940073,"1045 ST NICHOLAS AVE, NEW YORK, NY 10032",,,,,,,,,,,,
2746,"3 STAR GROCERY AND HALAL MEAT INC , 3 STAR GROCERY",717793,,,,JAC,40.581103,-73.959877,"3078 CONEY ISLAND AVE, BROOKLYN, NY 11235",,,,,,,,,,,,
10532,"3 STAR GROCERY CORP , 3 STAR GROCERY",631889,,,,JAC,,0.000000,"41 06 E JUNCTION BLVD, CORONA, NY 11368",,,,,,,,,,,,
3514,"3 YOUTES CORP , BOVA MEAT MARKET",729714,,,,JAC,40.617040,-74.010836,"8020 13TH AVE, BROOKLYN, NY 11228",,,,,,,,,,,,
2214,"3N CONVENIENCE STORE INC , SHELL",706947,,,,JAC,40.865494,-73.858855,"950 ALLERTON AVE, BRONX, NY 10469",,,,,,,,,,,,
2743,"3RD AVE DELI AND GRILL CORP , 3RD AVE DELI AND GRILL",707689,,,,JAC,40.629920,-74.028414,"7702 3RD AVE, BROOKLYN, NY 11209",,,,,,,,,,,,
206,"3RD AVE FISH & DELI INC , 3RD AVE FISH & DELI",723415,,,,JAC,40.814636,-73.920346,"2769 3RD AVE, BRONX, NY 10451",,,,,,,,,,,,
7871,"3RD AVE FOOD CORP I , 3RD AVE FOOD",628291,,,,JAC,40.739728,-73.982496,"325 3RD AVE, NEW YORK, NY 10010",,,,,,,,,,,,
7872,"3RD AVE GOURMET DELI INC , 3RD AVE GOURMET",723397,,,,JAC,40.797388,-73.940435,"2105 3RD AVE, NEW YORK, NY 10029",,,,,,,,,,,,
7873,"3RD AVE QUICK STOP INC , 3RD AVE QUICK STOP",624982,,,,JAC,40.741888,-73.980918,"390 3RD AVE, NEW YORK, NY 10016",,,,,,,,,,,,
207,"3RD AVE STOP SHOP CORP , 3RD AVE STOP SHOP",721652,,,,JAC,40.836493,-73.902489,"3754 3RD AVE, BRONX, NY 10456",,,,,,,,,,,,
2744,"3RD AVENUE MINI MARKET I INC , 3RD AVENUE MINI MARKET",610076,,,,JAC,40.634370,-74.026611,"7024 3RD AVE, BROOKLYN, NY 11209",,,,,,,,,,,,
7874,"3RD ST MINI MARKET CORP , 3RD ST MINI MARKET",716061,,,,JAC,40.722219,-73.983286,"23 AVE, NEW YORK, NY 10009",,,,,,,,,,,,
7886,"4 BROTHERS FOOD MARKET & DELI INC , 4 BROTHERS FOOD MARKET",732132,,,,JAC,40.824981,-73.947795,"1712 AMSTERDAM AVE, NEW YORK, NY 10031",,,,,,,,,,,,
2765,"4 GOLD STAR GOURMET DELI CORP , 4 GOLD STAR GRMT DELI",613067,,,,JAC,,0.000000,"3043 AVENUE, BROOKLYN, NY 11229",,,,,,,,,,,,
2767,"4 SEASONS FINEST DELI CORP , 4 SEASONS FINEST DELI",719402,,,,JAC,40.696076,-73.937666,"54 LEWIS AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
2768,"4 SONS GROCERY CORP , 4 SONS GROCERY",618323,,,,A,40.685968,-73.938645,"328 MARCUS GARVEY BLVD, BROOKLYN, NY 11221",,,,,,,,,,,,
2769,"4 STAR A2Z DISCOUNT CORP , 4 STAR A2Z DISCOUNT",725480,,,,A,40.652206,-73.949714,"1404 NOSTRAND AVE, BROOKLYN, NY 11226",,,,,,,,,,,,
2770,"4 STAR CANDY DELI INC , 4 STAR CANDY DELI",671432,,,,JAC,40.693291,-73.973848,"327 MYRTLE AVE, BROOKLYN, NY 11205",,,,,,,,,,,,
10542,"4 STAR DELI & GRILL CORP , 4 STAR DELI & GRILL",724119,,,,JAC,,0.000000,"218 30 MERRICK BOULEVARD, SPRINGFIELD GARDEN, NY 11413",,,,,,,,,,,,
10543,"4 STAR VEGETABLE&FOOD CORP , 4 STAR VEGETABLE",633525,,,,JAC,,0.000000,"87 78 SUTPHIN BLVD, JAMAICA, NY 11435",,,,,,,,,,,,
13665,"4 WAY DELI CORP , 4 WAY DELI",641489,,,,JAC,40.636406,-74.134526,"199 PORT RICHMOND AVE, STATEN ISLAND, NY 10302",,,,,,,,,,,,
10541,"4G DELI CORP , 4G DELI",670958,,,,JAC,,0.000000,"113 16 SUTPHIN BLVD, JAMAICA, NY 11435",,,,,,,,,,,,
7887,"4M CANDY STORE INC , 4M CANDY STORE",720299,,,,A,40.798226,-73.939821,"2129 3RD AVE, NEW YORK, NY 10035",,,,,,,,,,,,
4041,"4TH AVE DELI & GRILL INC , DELI & GRILL",714624,,,,JAC,40.682598,-73.979613,"70 4TH AVE, BROOKLYN, NY 11217",,,,,,,,,,,,
2771,"4TH AVE FINE FOODS INC , 4TH AVE FINE FOODS",617569,,,,JAC,40.667884,-73.990883,"514 4TH AVE, BROOKLYN, NY 11215",,,,,,,,,,,,
2772,"4TH AVENUE GOURMET DELI CORP , 4TH AVENUE GOURMET DELI",729201,,,,JAC,40.640513,-74.018661,"6013 4TH AVENUE, BROOKLYN, NY 11220",,,,,,,,,,,,
2773,"4TH AVENUE MINI MARKET CORP , 4TH AVENUE MINI MARKET",720564,,,,JAC,40.651174,-74.007581,"4113 4TH AVENUE, BROOKLYN, NY 11232",,,,,,,,,,,,
2802,"5 BEEZ INC , 5 BEEZ",733158,,,,JAC,40.635675,-74.023090,"6752 4TH AVENUE, BROOKLYN, NY 11220",,,,,,,,,,,,
2803,"5 BOROUGH MARKET II CORP , 5 BOROUGH MARKET II",734902,,,,JAC,40.622814,-74.025378,"8402 5TH AVE, BROOKLYN, NY 11209",,,,,,,,,,,,
2804,"5 BOROUGH OF BROOKLYN WHOLESALE C , 5 BOROUGH OF BROOKLYN W",721005,,,,JAC,40.623528,-74.028070,"8504B 4TH AVE, BROOKLYN, NY 11209",,,,,,,,,,,,
4498,"5 BOROUGHS BREWERY INC , FIVE BOROUGHS BREWING C",725648,,,,JAC,40.650437,-74.014651,"215 47TH ST, BROOKLYN, NY 11220",,,,,,,,,,,,
10549,"5 DE MAYO CORP , 5 DE MAYO",713703,,,,JAC,,0.000000,"97 12 37TH AVE, CORONA, NY 11368",,,,,,,,,,,,
2806,"5 DEMAYO FOOD MARKET 2 CORP , 5 DEMAYO FOOD MARKET 2",732846,,,,JAC,40.634051,-74.026740,"7104 3RD AVENUE, BROOKLYN, NY 11209",,,,,,,,,,,,
236,"5 EAST TOBACCO CORP , 5 EAST TOBACCO",710779,,,,JAC,40.853790,-73.907287,"5 E BURNSIDE AVE, BRONX, NY 10453",,,,,,,,,,,,
2807,"5 ELEVEN DELI CORP , 5 ELEVEN DELI",724263,,,,JAC,40.681080,-73.955656,"511 FRANKLIN AVENUE, BROOKLYN, NY 11238",,,,,,,,,,,,
13717,"5 STAR DELI & GROCERY INC. , AROUND THE CLOCK DELI",728014,,,,JAC,40.612777,-74.126782,"1888 VICTORY BLVD, STATEN ISLAND, NY 10314",,,,,,,,,,,,
2808,"5 STAR EAGLE DELI CORP , 5 STAR EAGLE DELI",727106,,,,JAC,40.678416,-73.869067,"1090 LIBERTY AVE, BROOKLYN, NY 11208",,,,,,,,,,,,
2809,"5 STAR EXPRESS DELI AND GROCERY C , 5 STAR EXPRESS DELI AND",718729,,,,JAC,40.658789,-73.950443,"1176 NOSTRAND AVENUE, BROOKLYN, NY 11225",,,,,,,,,,,,
10552,"5 STAR JAMAICA DELI CORP , 5 STAR JAMAICA DELI",727725,,,,JAC,,0.000000,"214 57 JAMAICA AVE, QUEENS VILLAGE, NY 11428",,,,,,,,,,,,
235,"5D HOLDINGS LLC , 5D HOLDINGS",730334,,,,JACD,40.840661,-73.900516,"1628 BATHGATE AVE, BRONX, NY 10457",,,,,,,,,,,,
2810,"5TH AVE DISCOUNT STORE INC , 5TH AVE DISCOUNT STORE",721667,,,,A,40.650852,-74.004373,"3918 5TH AVENUE, BROOKLYN, NY 11232",,,,,,,,,,,,
7907,"5TH AVE DOLLAR LLC , 5TH AVE DOLLAR DSC STR",629169,,,,A,40.756289,-73.979639,"2 W 46TH ST, NEW YORK, NY 10036",,,,,,,,,,,,
2811,"5TH AVE GOURMET DELI GRILL INC , 5TH AVE GOURMET DELI GR",731429,,,,JAC,40.633407,-74.021036,"6902 5TH AVENUE, BROOKLYN, NY 11209",,,,,,,,,,,,
2812,"5TH AVE KINGS FRT&VEGETABLES CORP , 5TH AVE KING",617592,,,,JAC,40.633628,-74.020944,"6824 5TH AVE, BROOKLYN, NY 11220",,,,,,,,,,,,
4048,"5TH AVENUE CANDY&GROCERY INC , DELI & SMOKE SHOP",611472,,,,JAC,40.669329,-73.986158,"439 5TH AVE, BROOKLYN, NY 11215",,,,,,,,,,,,
2814,"5TH AVENUE EVERGREEN SUPERMARKET , 5TH AVENUE EVERGREEN SU",729014,,,,JAC,40.627200,-74.023560,"7802 5TH AVENUE, BROOKLYN, NY 11209",,,,,,,,,,,,
2815,"5TH AVENUE GROCERY INC , 5TH AVENUE GROCERY",714433,,,,A,40.645929,-74.009471,"4809 5TH AVE, BROOKLYN, NY 11220",,,,,,,,,,,,
7937,"5TH AVENUE WALI INC , 7-ELEVEN STORE 35300A",629278,,,,JAC,40.743731,-73.987994,"224 5TH AVE, NEW YORK, NY 10001",,,,,,,,,,,,
252,"6 BROTHERS DELI & GRILL CORP , 6 BROTHERS DELI & GRILL",725370,,,,JAC,40.851473,-73.882204,"2325 SOUTHERN BLVD, BRONX, NY 10460",,,,,,,,,,,,
10566,"6 BROTHERS MARKET & DELI CORP , 6 BROTHERS MARKET & DEL",733026,,,,JAC,40.592570,-73.783828,"5307 ROCKAWAY BEACH BLVD, FAR ROCKAWAY, NY 11691",,,,,,,,,,,,
2833,"6 STAR DELI & GROCERY CORP , 6 STAR DELI & GROCERY",714793,,,,JAC,40.669987,-73.920016,"1715 ST JOHNS PL, BROOKLYN, NY 11233",,,,,,,,,,,,
2834,"6 STIRS DELI & GROCERY CORP , 6 STIRS DELI & GROCERY",734650,,,,JAC,40.669987,-73.920016,"1715 ST JOHNS PLACE, BROOKLYN, NY 11233",,,,,,,,,,,,
2832,"6M HOLDINGS INC , 6M HOLDINGS",715917,,,,JAC,40.647690,-73.971305,"418 CONEY ISLAND AVE, BROOKLYN, NY 11218",,,,,,,,,,,,
2835,"6TH AVE DELI INC , 6TH AVE DELI",616537,,,,JAC,40.678236,-73.976059,"133 6TH AVE, BROOKLYN, NY 11217",,,,,,,,,,,,
2836,"6TH AVE GROCERY DELI OF BKLN CORP , 6TH AVE GRC DELI OF BKL",614841,,,,JAC,40.624962,-74.021560,"7901 6TH AVE, BROOKLYN, NY 11209",,,,,,,,,,,,
10574,"7 & 7 DELI CORP , 7 & 7 DELI",717723,,,,JAC,,0.000000,"111 28 SPRINGFIELD BLVD, QUEENS VILLAGE, NY 11429",,,,,,,,,,,,
2853,"7 & 7 GOURMET DELI INC , 7 & 7 GOURMET DELI",729865,,,,JAC,40.576775,-73.981531,"2904 STILLWELL AVE, BROOKLYN, NY 11224",,,,,,,,,,,,
2866,"7 AVE GOURMET INC , 7 AVE GOURMET",617280,,,,JAC,40.675097,-73.975013,"75 7TH AVE, BROOKLYN, NY 11217",,,,,,,,,,,,
10582,"7 BAGELS CORP , 7 BAGELS",718870,,,,JAC,,0.000000,"85 15 MAIN STREET, JAMAICA, NY 11435",,,,,,,,,,,,
270,"7 DAYS & 7 NIGHTS DELI GROCERY IN , 7 DAYS & 7 NIGHTS DELI",729992,,,,JAC,40.853937,-73.883730,"717 E 187TH ST, BRONX, NY 10458",,,,,,,,,,,,
10583,"7 DAYS CONVENIENCE STORE INC , 7 DAYS CONVENIENCE STOR",721359,,,,JAC,,0.000000,"89 55 METROPOLITAN AVE, REGO PARK, NY 11374",,,,,,,,,,,,
13671,"7 DELI GROCERY INC , 7 DELI GROCERY",641247,,,,JAC,40.637453,-74.113536,"630 HENDERSON AVE, STATEN ISLAND, NY 10310",,,,,,,,,,,,
1,"7 ELEVEN FOOD STORE #37933H , ",734149,,,,JAC,40.869156,-73.831875,"500 BAYCHESTER AVE, BRONX, NY 10475",,,,,,,,,,,,
7925,"7 ELEVEN INC , 7 ELEVEN",717976,,,,JAC,40.790814,-73.947329,"1642 LEXINGTON AVE, NEW YORK, NY 10029",,,,,,,,,,,,
7928,"7 ELEVEN INC , 7 ELEVEN 35866H",712632,,,,JAC,40.794918,-73.971710,"2567 BROADWAY, NEW YORK, NY 10025",,,,,,,,,,,,
2874,"7 ELEVEN INC , 7 ELEVEN STORE # 32126J",729051,,,,JAC,40.591900,-73.940303,"3768 NOSTRAND AVE, BROOKLYN, NY 11235",,,,,,,,,,,,
10623,"7 ELEVEN INC , 7 ELEVEN STORE # 35987H",732360,,,,JAC,40.721596,-73.844789,"107 40 QUEENS BLVD, FOREST HILLS, NY 11375",,,,,,,,,,,,
2891,"7 ELEVEN INC , 7 ELEVEN STORE # 37073H",714965,,,,JAC,40.619832,-73.989469,"6321 18TH AVE, BROOKLYN, NY 11204",,,,,,,,,,,,
7966,"7 ELEVEN INC , 7 ELEVEN STORE # 37176H",721360,,,,JAC,40.822675,-73.942048,"2726 FREDERICK DOUGLASS BLVD, NEW YORK, NY 10030",,,,,,,,,,,,
7967,"7 ELEVEN INC , 7 ELEVEN STORE # 37194H",722543,,,,JAC,40.804279,-73.955022,"256 W 116TH ST, NEW YORK, NY 10026",,,,,,,,,,,,
2873,"7 ELEVEN INC , 7 ELEVEN STORE #27037J",731118,,,,JAC,40.602530,-73.942286,"3342 NOSTRAND AVE, BROOKLYN, NY 11229",,,,,,,,,,,,
10607,"7 ELEVEN INC , 7 ELEVEN STORE #33574J",731123,,,,JAC,,0.000000,"31 31 THOMPSON AVE, LONG ISLAND CITY, NY 11101",,,,,,,,,,,,
7935,"7 ELEVEN INC , 7 ELEVEN STORE #34917J",709252,,,,JAC,40.769424,-73.954816,"1412 FIRST AVE, NEW YORK, NY 10021",,,,,,,,,,,,
7943,"7 ELEVEN INC , 7 ELEVEN STORE #35522K",726729,,,,JAC,40.788591,-73.970637,"600 COLUMBUS AVE, NEW YORK, NY 10024",,,,,,,,,,,,
7949,"7 ELEVEN INC , 7 ELEVEN STORE #35670J",719925,,,,JAC,40.777681,-73.948773,"1683 FIRST AVE, NEW YORK, NY 10128",,,,,,,,,,,,
277,"7 ELEVEN INC , 7 ELEVEN STORE #35887H",704245,,,,JAC,40.849488,-73.916688,"1764 UNIVERSITY AVE, BRONX, NY 10453",,,,,,,,,,,,
2883,"7 ELEVEN INC , 7 ELEVEN STORE #36025H",704557,,,,JAC,40.644190,-73.929577,"1163 UTICA AVE, BROOKLYN, NY 11203",,,,,,,,,,,,
2884,"7 ELEVEN INC , 7 ELEVEN STORE #36038H",707458,,,,JAC,40.651759,-73.959062,"845 FLATBUSH AVE, BROOKLYN, NY 11226",,,,,,,,,,,,
2886,"7 ELEVEN INC , 7 ELEVEN STORE #36096J",731334,,,,JAC,40.663505,-73.957456,"146 EMPIRE BLVD, BROOKLYN, NY 11225",,,,,,,,,,,,
7957,"7 ELEVEN INC , 7 ELEVEN STORE #36478H",708192,,,,JAC,40.707646,-74.005717,"111 JOHN ST, NEW YORK, NY 10038",,,,,,,,,,,,
7961,"7 ELEVEN INC , 7 ELEVEN STORE #36878",708623,,,,JAC,40.716104,-73.987365,"403 GRAND ST, NEW YORK, NY 10002",,,,,,,,,,,,
7962,"7 ELEVEN INC , 7 ELEVEN STORE #36979H",709730,,,,JAC,40.744877,-73.997489,"246 WEST 23RD ST, NEW YORK, NY 10011",,,,,,,,,,,,
2889,"7 ELEVEN INC , 7 ELEVEN STORE #37020H",713336,,,,JAC,40.680518,-73.951913,"1239 FULTON ST, BROOKLYN, NY 11216",,,,,,,,,,,,
10626,"7 ELEVEN INC , 7 ELEVEN STORE #37064H",713809,,,,JAC,,0.000000,"224 01 MERRICK BLVD, SPRINGFIELD GARDEN, NY 11413",,,,,,,,,,,,
10627,"7 ELEVEN INC , 7 ELEVEN STORE #37717H",730487,,,,JAC,,0.000000,"159 35 CROSS BAY BLVD, HOWARD BEACH, NY 11414",,,,,,,,,,,,
2881,"7 ELEVEN INC , 7 ELEVEN STORE 34736H",671421,,,,JAC,40.630858,-73.945579,"1623 FLATBUSH AVE, BROOKLYN, NY 11210",,,,,,,,,,,,
7965,"7 ELEVEN INC , 7-ELEVEN STORE# 37116H",715115,,,,JAC,40.796842,-73.937898,"2256 2ND AVE, NEW YORK, NY 10029",,,,,,,,,,,,
10625,"7 ELEVEN STORE INC , 7 ELEVEN STORE # 36984H",711963,,,,JAC,,0.000000,"117 13 FARMERS BLVD, SAINT ALBANS, NY 11412",,,,,,,,,,,,
281,"7 FLOOR DELI CORP , 7 FLOOR DELI",725447,,,,JAC,40.879072,-73.899589,"3340 FORT INDEPENDENCE ST, BRONX, NY 10463",,,,,,,,,,,,
1376,"7 H GROUP INC. , J & E DELI GROCERY",718908,,,,JAC,40.826215,-73.907849,"3321 3RD AVENUE, BRONX, NY 10456",,,,,,,,,,,,
9019,"7 PARK AVENUE FOODS INC , GREEN LEAF GOURMET MKT",624780,,,,JAC,40.747271,-73.981106,"7 PARK AVE, NEW YORK, NY 10016",,,,,,,,,,,,
2895,"7 SEAS GROCERY CORP , 7 SEAS GROCERY",727741,,,,JAC,40.707990,-73.939886,"235 BUSHWICK AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
10633,"7 STAR DELI GROCERY INC , 7 STAR DELI GROCERY",728082,,,,JAC,,0.000000,"89 02 NORTHERN BLVD, JACKSON HEIGHTS, NY 11372",,,,,,,,,,,,
10634,"7 STARS DELI & TOBACCO INC , 7 STARS DELI & TOBACCO",725934,,,,JAC,40.701421,-73.905355,"802 SENECA AVE, RIDGEWOOD, NY 11385",,,,,,,,,,,,
13675,"7-ELEVEN FOOD STORE INC , 7-ELEVEN FOOD #38309H",732898,,,,JAC,40.627269,-74.166227,"2290 FOREST AVE, STATEN ISLAND, NY 10303",,,,,,,,,,,,
7929,"7-ELEVEN INC , 7 ELEVEN #37688H",727380,,,,JAC,40.800274,-73.946733,"1400 5TH AVENUE, NEW YORK, NY 10026",,,,,,,,,,,,
2892,"7-ELEVEN INC , 7 ELEVEN STORE #37339H",726266,,,,JAC,40.701453,-73.942236,"22 GRAHAM AVE, BROOKLYN, NY 11206",,,,,,,,,,,,
2867,"7-ELEVEN INC , 7-ELEVEN #26673J",734862,,,,JAC,40.629177,-73.918350,"1970 RALPH AVE, BROOKLYN, NY 11234",,,,,,,,,,,,
10586,"7-ELEVEN INC , 7-ELEVEN #36100H",713528,,,,JAC,,0.000000,"79 37 METROPOLITAN AVE, MIDDLE VILLAGE, NY 11379",,,,,,,,,,,,
7963,"7-ELEVEN INC , 7-ELEVEN STORE #37023H",714216,,,,JAC,40.847353,-73.935179,"600 W 178TH ST, NEW YORK, NY 10033",,,,,,,,,,,,
10603,"7-ELEVEN INC , 7-ELEVEN STORE 29937C",636945,,,,JAC,,0.000000,"65 07 WOODHAVEN BLVD, REGO PARK, NY 11374",,,,,,,,,,,,
2880,"7-ELEVEN INC , 7-ELEVEN STORE 34230H",670962,,,,JAC,40.729830,-73.954090,"883 885 MANHATTAN AVE, BROOKLYN, NY 11222",,,,,,,,,,,,
10618,"7-ELEVEN INC , 7-ELEVEN STORE 35495J",671422,,,,JAC,,0.000000,"42 02 QUEENS BLVD, SUNNYSIDE, NY 11104",,,,,,,,,,,,
10628,"7-ELEVEN INC , 7-ELEVEN STORE#37717H",729394,,,,JAC,,0.000000,"159 35 CROSS BAY BLVD, HOWARD BEACH, NY 11414",,,,,,,,,,,,
253,"7/10 DELI MARKET CORP , 7/10 DELI MARKET",710765,,,,JAC,40.828245,-73.924524,"898 900 GERARD AVE, BRONX, NY 10452",,,,,,,,,,,,
7977,"7TH AVE DELI GROCERY CORP , 7TH AVE DELI GROCERY",713223,,,,JAC,40.819200,-73.940756,"2417 ADAM CLAYTON POWELL BLVD, NEW YORK, NY 10030",,,,,,,,,,,,
